Date,day.to.ddl,y,diff.y,Age,Dose
2022/1/25,-130,99.44520757,1.37E-05,12to17,Dose2
2022/1/26,-129,99.44522007,1.25E-05,12to17,Dose2
2022/1/27,-128,99.44523147,1.14E-05,12to17,Dose2
2022/1/28,-127,99.44524185,1.04E-05,12to17,Dose2
2022/1/29,-126,99.4452513,9.46E-06,12to17,Dose2
2022/1/30,-125,99.44525992,8.62E-06,12to17,Dose2
2022/1/31,-124,99.44526777,7.85E-06,12to17,Dose2
2022/2/1,-123,99.44527492,7.15E-06,12to17,Dose2
2022/2/2,-122,99.44528143,6.52E-06,12to17,Dose2
2022/2/3,-121,99.44528737,5.94E-06,12to17,Dose2
2022/2/4,-120,99.44529278,5.41E-06,12to17,Dose2
2022/2/5,-119,99.4452977,4.93E-06,12to17,Dose2
2022/2/6,-118,99.44530219,4.49E-06,12to17,Dose2
2022/2/7,-117,99.44530628,4.09E-06,12to17,Dose2
2022/2/8,-116,99.44531001,3.73E-06,12to17,Dose2
2022/2/9,-115,99.4453134,3.39E-06,12to17,Dose2
2022/2/10,-114,99.4453165,3.09E-06,12to17,Dose2
2020/12/12,-539,0.000952888,0,18to59,Dose1
2020/12/13,-538,0.000990451,3.76E-05,18to59,Dose1
2020/12/14,-537,0.001029492,3.90E-05,18to59,Dose1
2020/12/15,-536,0.001070071,4.06E-05,18to59,Dose1
2020/12/16,-535,0.001112247,4.22E-05,18to59,Dose1
2020/12/17,-534,0.001156084,4.38E-05,18to59,Dose1
2020/12/18,-533,0.001201646,4.56E-05,18to59,Dose1
2020/12/19,-532,0.001249001,4.74E-05,18to59,Dose1
2020/12/20,-531,0.00129822,4.92E-05,18to59,Dose1
2020/12/21,-530,0.001349376,5.12E-05,18to59,Dose1
2020/12/22,-529,0.001402545,5.32E-05,18to59,Dose1
2020/12/23,-528,0.001457805,5.53E-05,18to59,Dose1
2020/12/24,-527,0.001515239,5.74E-05,18to59,Dose1
2020/12/25,-526,0.001574932,5.97E-05,18to59,Dose1
2020/12/26,-525,0.001636973,6.20E-05,18to59,Dose1
2020/12/27,-524,0.001701453,6.45E-05,18to59,Dose1
2020/12/28,-523,0.001768469,6.70E-05,18to59,Dose1
2020/12/29,-522,0.001838118,6.96E-05,18to59,Dose1
2020/12/30,-521,0.001910505,7.24E-05,18to59,Dose1
2020/12/31,-520,0.001985737,7.52E-05,18to59,Dose1
2021/1/1,-519,0.002063925,7.82E-05,18to59,Dose1
2021/1/2,-518,0.002145185,8.13E-05,18to59,Dose1
2021/1/3,-517,0.002229636,8.45E-05,18to59,Dose1
2021/1/4,-516,0.002317404,8.78E-05,18to59,Dose1
2021/1/5,-515,0.002408617,9.12E-05,18to59,Dose1
2021/1/6,-514,0.002503412,9.48E-05,18to59,Dose1
2021/1/7,-513,0.002601926,9.85E-05,18to59,Dose1
2021/1/8,-512,0.002704307,0.00010238,18to59,Dose1
2021/1/9,-511,0.002810704,0.000106397,18to59,Dose1
2021/1/10,-510,0.002921274,0.00011057,18to59,Dose1
2021/1/11,-509,0.003036179,0.000114906,18to59,Dose1
2021/1/12,-508,0.00315559,0.00011941,18to59,Dose1
2021/1/13,-507,0.00327968,0.00012409,18to59,Dose1
2021/1/14,-506,0.003408632,0.000128952,18to59,Dose1
2021/1/15,-505,0.003542635,0.000134003,18to59,Dose1
2021/1/16,-504,0.003681886,0.000139251,18to59,Dose1
2021/1/17,-503,0.003826588,0.000144702,18to59,Dose1
2021/1/18,-502,0.003976952,0.000150365,18to59,Dose1
2021/1/19,-501,0.0041332,0.000156247,18to59,Dose1
2021/1/20,-500,0.004295558,0.000162358,18to59,Dose1
2021/1/21,-499,0.004464263,0.000168705,18to59,Dose1
2021/1/22,-498,0.004639562,0.000175298,18to59,Dose1
2021/1/23,-497,0.004821708,0.000182147,18to59,Dose1
2021/1/24,-496,0.005010967,0.000189259,18to59,Dose1
2021/1/25,-495,0.005207614,0.000196647,18to59,Dose1
2021/1/26,-494,0.005411934,0.000204319,18to59,Dose1
2021/1/27,-493,0.005624222,0.000212288,18to59,Dose1
2021/1/28,-492,0.005844785,0.000220563,18to59,Dose1
2021/1/29,-491,0.006073942,0.000229157,18to59,Dose1
2021/1/30,-490,0.006312023,0.000238081,18to59,Dose1
2021/1/31,-489,0.006559371,0.000247348,18to59,Dose1
2021/2/1,-488,0.006816341,0.00025697,18to59,Dose1
2021/2/2,-487,0.007083302,0.000266961,18to59,Dose1
2021/2/3,-486,0.007360637,0.000277335,18to59,Dose1
2021/2/4,-485,0.007648741,0.000288104,18to59,Dose1
2021/2/5,-484,0.007948027,0.000299286,18to59,Dose1
2021/2/6,-483,0.00825892,0.000310893,18to59,Dose1
2021/2/7,-482,0.008581862,0.000322942,18to59,Dose1
2021/2/8,-481,0.008917312,0.00033545,18to59,Dose1
2021/2/9,-480,0.009265744,0.000348432,18to59,Dose1
2021/2/10,-479,0.00962765,0.000361906,18to59,Dose1
2021/2/11,-478,0.01000354,0.00037589,18to59,Dose1
2021/2/12,-477,0.010393943,0.000390403,18to59,Dose1
2021/2/13,-476,0.010799406,0.000405463,18to59,Dose1
2021/2/14,-475,0.011220495,0.00042109,18to59,Dose1
2021/2/15,-474,0.011657799,0.000437304,18to59,Dose1
2021/2/16,-473,0.012111925,0.000454126,18to59,Dose1
2021/2/17,-472,0.012583502,0.000471577,18to59,Dose1
2021/2/18,-471,0.013073182,0.00048968,18to59,Dose1
2021/2/19,-470,0.01358164,0.000508458,18to59,Dose1
2021/2/20,-469,0.014109574,0.000527934,18to59,Dose1
2021/2/21,-468,0.014657706,0.000548132,18to59,Dose1
2021/2/22,-467,0.015226783,0.000569077,18to59,Dose1
2021/2/23,-466,0.015817578,0.000590795,18to59,Dose1
2021/2/24,-465,0.01643089,0.000613312,18to59,Dose1
2021/2/25,-464,0.017067546,0.000636656,18to59,Dose1
2021/2/26,-463,0.017728399,0.000660853,18to59,Dose1
2021/2/27,-462,0.018414332,0.000685933,18to59,Dose1
2021/2/28,-461,0.019126256,0.000711924,18to59,Dose1
2021/3/1,-460,0.019865113,0.000738857,18to59,Dose1
2021/3/2,-459,0.020631876,0.000766763,18to59,Dose1
2021/3/3,-458,0.021427548,0.000795673,18to59,Dose1
2021/3/4,-457,0.022253167,0.000825618,18to59,Dose1
2021/3/5,-456,0.023109799,0.000856633,18to59,Dose1
2021/3/6,-455,0.02399855,0.00088875,18to59,Dose1
2021/3/7,-454,0.024920554,0.000922004,18to59,Dose1
2021/3/8,-453,0.025876985,0.000956431,18to59,Dose1
2021/3/9,-452,0.026869049,0.000992065,18to59,Dose1
2021/3/10,-451,0.027897992,0.001028942,18to59,Dose1
2021/3/11,-450,0.028965092,0.001067101,18to59,Dose1
2021/3/12,-449,0.03007167,0.001106577,18to59,Dose1
2021/3/13,-448,0.03121908,0.00114741,18to59,Dose1
2021/3/14,-447,0.032408718,0.001189638,18to59,Dose1
2021/3/15,-446,0.033642018,0.0012333,18to59,Dose1
2021/3/16,-445,0.034920452,0.001278434,18to59,Dose1
2021/3/17,-444,0.036245534,0.001325082,18to59,Dose1
2021/3/18,-443,0.037618816,0.001373282,18to59,Dose1
2021/3/19,-442,0.039041891,0.001423075,18to59,Dose1
2021/3/20,-441,0.040516393,0.001474502,18to59,Dose1
2021/3/21,-440,0.042043995,0.001527602,18to59,Dose1
2021/3/22,-439,0.043626411,0.001582416,18to59,Dose1
2021/3/23,-438,0.045265396,0.001638985,18to59,Dose1
2021/3/24,-437,0.046962743,0.001697347,18to59,Dose1
2021/3/25,-436,0.048720286,0.001757543,18to59,Dose1
2021/3/26,-435,0.050539897,0.001819611,18to59,Dose1
2021/3/27,-434,0.052423488,0.001883591,18to59,Dose1
2021/3/28,-433,0.054373007,0.001949518,18to59,Dose1
2021/3/29,-432,0.056390438,0.002017431,18to59,Dose1
2021/3/30,-431,0.058477801,0.002087364,18to59,Dose1
2021/3/31,-430,0.060637153,0.002159351,18to59,Dose1
2021/4/1,-429,0.062870578,0.002233426,18to59,Dose1
2021/4/2,-428,0.065180196,0.002309618,18to59,Dose1
2021/4/3,-427,0.067568154,0.002387957,18to59,Dose1
2021/4/4,-426,0.070036624,0.00246847,18to59,Dose1
2021/4/5,-425,0.072587805,0.002551181,18to59,Dose1
2021/4/6,-424,0.075223917,0.002636112,18to59,Dose1
2021/4/7,-423,0.077947198,0.002723281,18to59,Dose1
2021/4/8,-422,0.080759903,0.002812705,18to59,Dose1
2021/4/9,-421,0.083664297,0.002904394,18to59,Dose1
2021/4/10,-420,0.086662656,0.002998359,18to59,Dose1
2021/4/11,-419,0.089757258,0.003094602,18to59,Dose1
2021/4/12,-418,0.092950382,0.003193124,18to59,Dose1
2021/4/13,-417,0.096244301,0.00329392,18to59,Dose1
2021/4/14,-416,0.099641281,0.00339698,18to59,Dose1
2021/4/15,-415,0.103143569,0.003502288,18to59,Dose1
2021/4/16,-414,0.106753393,0.003609824,18to59,Dose1
2021/4/17,-413,0.110472953,0.003719561,18to59,Dose1
2021/4/18,-412,0.114304418,0.003831464,18to59,Dose1
2021/4/19,-411,0.118249912,0.003945494,18to59,Dose1
2021/4/20,-410,0.122311516,0.004061604,18to59,Dose1
2021/4/21,-409,0.126491253,0.004179738,18to59,Dose1
2021/4/22,-408,0.130791087,0.004299833,18to59,Dose1
2021/4/23,-407,0.135212907,0.00442182,18to59,Dose1
2021/4/24,-406,0.139758526,0.004545619,18to59,Dose1
2021/4/25,-405,0.144429668,0.004671142,18to59,Dose1
2021/4/26,-404,0.149227961,0.004798293,18to59,Dose1
2021/4/27,-403,0.154154927,0.004926966,18to59,Dose1
2021/4/28,-402,0.159211973,0.005057046,18to59,Dose1
2021/4/29,-401,0.164400381,0.005188408,18to59,Dose1
2021/4/30,-400,0.169721298,0.005320917,18to59,Dose1
2021/5/1,-399,0.175175728,0.005454431,18to59,Dose1
2021/5/2,-398,0.180764522,0.005588794,18to59,Dose1
2021/5/3,-397,0.186488364,0.005723842,18to59,Dose1
2021/5/4,-396,0.192347768,0.005859404,18to59,Dose1
2021/5/5,-395,0.198343062,0.005995294,18to59,Dose1
2021/5/6,-394,0.204474383,0.006131321,18to59,Dose1
2021/5/7,-393,0.210741665,0.006267282,18to59,Dose1
2021/5/8,-392,0.217144631,0.006402966,18to59,Dose1
2021/5/9,-391,0.223682786,0.006538154,18to59,Dose1
2021/5/10,-390,0.230355404,0.006672618,18to59,Dose1
2021/5/11,-389,0.237161526,0.006806122,18to59,Dose1
2021/5/12,-388,0.24409995,0.006938424,18to59,Dose1
2021/5/13,-387,0.251169224,0.007069274,18to59,Dose1
2021/5/14,-386,0.258367641,0.007198418,18to59,Dose1
2021/5/15,-385,0.265693236,0.007325595,18to59,Dose1
2021/5/16,-384,0.273143779,0.007450543,18to59,Dose1
2021/5/17,-383,0.280716772,0.007572993,18to59,Dose1
2021/5/18,-382,0.288409449,0.007692677,18to59,Dose1
2021/5/19,-381,0.296218775,0.007809326,18to59,Dose1
2021/5/20,-380,0.304141443,0.007922668,18to59,Dose1
2021/5/21,-379,0.312173878,0.008032435,18to59,Dose1
2021/5/22,-378,0.320312239,0.008138361,18to59,Dose1
2021/5/23,-377,0.328552423,0.008240183,18to59,Dose1
2021/5/24,-376,0.336890066,0.008337644,18to59,Dose1
2021/5/25,-375,0.345320558,0.008430491,18to59,Dose1
2021/5/26,-374,0.35383904,0.008518482,18to59,Dose1
2021/5/27,-373,0.362440422,0.008601382,18to59,Dose1
2021/5/28,-372,0.371119386,0.008678964,18to59,Dose1
2021/5/29,-371,0.379870403,0.008751017,18to59,Dose1
2021/5/30,-370,0.388687742,0.008817339,18to59,Dose1
2021/5/31,-369,0.397565485,0.008877743,18to59,Dose1
2021/6/1,-368,0.406497541,0.008932056,18to59,Dose1
2021/6/2,-367,0.415477662,0.008980122,18to59,Dose1
2021/6/3,-366,0.424499463,0.009021801,18to59,Dose1
2021/6/4,-365,0.433556435,0.009056971,18to59,Dose1
2021/6/5,-364,0.442641964,0.009085529,18to59,Dose1
2021/6/6,-363,0.451749354,0.00910739,18to59,Dose1
2021/6/7,-362,0.460871842,0.009122488,18to59,Dose1
2021/6/8,-361,0.470002622,0.009130779,18to59,Dose1
2021/6/9,-360,0.47913486,0.009132238,18to59,Dose1
2021/6/10,-359,0.488261721,0.009126861,18to59,Dose1
2021/6/11,-358,0.497376384,0.009114663,18to59,Dose1
2021/6/12,-357,0.506472066,0.009095681,18to59,Dose1
2021/6/13,-356,0.515542038,0.009069972,18to59,Dose1
2021/6/14,-355,0.52457965,0.009037612,18to59,Dose1
2021/6/15,-354,0.533578347,0.008998697,18to59,Dose1
2021/6/16,-353,0.542531687,0.00895334,18to59,Dose1
2021/6/17,-352,0.551433361,0.008901675,18to59,Dose1
2021/6/18,-351,0.560277211,0.00884385,18to59,Dose1
2021/6/19,-350,0.569057242,0.008780031,18to59,Dose1
2021/6/20,-349,0.577767643,0.008710401,18to59,Dose1
2021/6/21,-348,0.586402795,0.008635152,18to59,Dose1
2021/6/22,-347,0.59495729,0.008554495,18to59,Dose1
2021/6/23,-346,0.603425939,0.008468649,18to59,Dose1
2021/6/24,-345,0.611803783,0.008377844,18to59,Dose1
2021/6/25,-344,0.620086104,0.008282322,18to59,Dose1
2021/6/26,-343,0.628268434,0.00818233,18to59,Dose1
2021/6/27,-342,0.636346557,0.008078123,18to59,Dose1
2021/6/28,-341,0.64431652,0.007969963,18to59,Dose1
2021/6/29,-340,0.652174633,0.007858113,18to59,Dose1
2021/6/30,-339,0.659917476,0.007742843,18to59,Dose1
2021/7/1,-338,0.667541897,0.007624421,18to59,Dose1
2021/7/2,-337,0.675045015,0.007503118,18to59,Dose1
2021/7/3,-336,0.682424218,0.007379203,18to59,Dose1
2021/7/4,-335,0.689677163,0.007252945,18to59,Dose1
2021/7/5,-334,0.696801771,0.007124608,18to59,Dose1
2021/7/6,-333,0.703796226,0.006994455,18to59,Dose1
2021/7/7,-332,0.710658968,0.006862742,18to59,Dose1
2021/7/8,-331,0.717388689,0.006729721,18to59,Dose1
2021/7/9,-330,0.723984326,0.006595637,18to59,Dose1
2021/7/10,-329,0.730445056,0.00646073,18to59,Dose1
2021/7/11,-328,0.736770287,0.00632523,18to59,Dose1
2021/7/12,-327,0.742959647,0.006189361,18to59,Dose1
2021/7/13,-326,0.749012984,0.006053337,18to59,Dose1
2021/7/14,-325,0.754930348,0.005917364,18to59,Dose1
2021/7/15,-324,0.760711988,0.005781639,18to59,Dose1
2021/7/16,-323,0.766358338,0.00564635,18to59,Dose1
2021/7/17,-322,0.771870012,0.005511674,18to59,Dose1
2021/7/18,-321,0.77724779,0.005377779,18to59,Dose1
2021/7/19,-320,0.782492613,0.005244822,18to59,Dose1
2021/7/20,-319,0.787605566,0.005112954,18to59,Dose1
2021/7/21,-318,0.792587877,0.004982311,18to59,Dose1
2021/7/22,-317,0.797440901,0.004853023,18to59,Dose1
2021/7/23,-316,0.80216611,0.004725209,18to59,Dose1
2021/7/24,-315,0.806765089,0.004598979,18to59,Dose1
2021/7/25,-314,0.811239522,0.004474433,18to59,Dose1
2021/7/26,-313,0.815591185,0.004351663,18to59,Dose1
2021/7/27,-312,0.819821936,0.004230751,18to59,Dose1
2021/7/28,-311,0.823933708,0.004111772,18to59,Dose1
2021/7/29,-310,0.827928499,0.003994791,18to59,Dose1
2021/7/30,-309,0.831808367,0.003879868,18to59,Dose1
2021/7/31,-308,0.835575419,0.003767051,18to59,Dose1
2021/8/1,-307,0.839231804,0.003656386,18to59,Dose1
2021/8/2,-306,0.842779711,0.003547907,18to59,Dose1
2021/8/3,-305,0.846221356,0.003441645,18to59,Dose1
2021/8/4,-304,0.849558979,0.003337623,18to59,Dose1
2021/8/5,-303,0.852794839,0.00323586,18to59,Dose1
2021/8/6,-302,0.855931205,0.003136366,18to59,Dose1
2021/8/7,-301,0.858970355,0.003039151,18to59,Dose1
2021/8/8,-300,0.861914569,0.002944214,18to59,Dose1
2021/8/9,-299,0.864766124,0.002851554,18to59,Dose1
2021/8/10,-298,0.867527289,0.002761165,18to59,Dose1
2021/8/11,-297,0.870200325,0.002673036,18to59,Dose1
2021/8/12,-296,0.872787476,0.002587152,18to59,Dose1
2021/8/13,-295,0.875290972,0.002503496,18to59,Dose1
2021/8/14,-294,0.87771302,0.002422048,18to59,Dose1
2021/8/15,-293,0.880055805,0.002342784,18to59,Dose1
2021/8/16,-292,0.882321484,0.002265679,18to59,Dose1
2021/8/17,-291,0.884512188,0.002190705,18to59,Dose1
2021/8/18,-290,0.886630019,0.00211783,18to59,Dose1
2021/8/19,-289,0.888677044,0.002047025,18to59,Dose1
2021/8/20,-288,0.890655298,0.001978254,18to59,Dose1
2021/8/21,-287,0.892566782,0.001911484,18to59,Dose1
2021/8/22,-286,0.89441346,0.001846678,18to59,Dose1
2021/8/23,-285,0.896197259,0.001783799,18to59,Dose1
2021/8/24,-284,0.897920067,0.001722808,18to59,Dose1
2021/8/25,-283,0.899583736,0.001663668,18to59,Dose1
2021/8/26,-282,0.901190075,0.001606339,18to59,Dose1
2021/8/27,-281,0.902740857,0.001550781,18to59,Dose1
2021/8/28,-280,0.904237811,0.001496955,18to59,Dose1
2021/8/29,-279,0.90568263,0.001444819,18to59,Dose1
2021/8/30,-278,0.907076964,0.001394334,18to59,Dose1
2021/8/31,-277,0.908422422,0.001345458,18to59,Dose1
2021/9/1,-276,0.909720575,0.001298153,18to59,Dose1
2021/9/2,-275,0.910972953,0.001252378,18to59,Dose1
2021/9/3,-274,0.912181046,0.001208093,18to59,Dose1
2021/9/4,-273,0.913346303,0.001165258,18to59,Dose1
2021/9/5,-272,0.914470138,0.001123834,18to59,Dose1
2021/9/6,-271,0.915553921,0.001083783,18to59,Dose1
2021/9/7,-270,0.916598988,0.001045067,18to59,Dose1
2021/9/8,-269,0.917606635,0.001007647,18to59,Dose1
2021/9/9,-268,0.918578123,0.000971487,18to59,Dose1
2021/9/10,-267,0.919514673,0.00093655,18to59,Dose1
2021/9/11,-266,0.920417473,0.0009028,18to59,Dose1
2021/9/12,-265,0.921287675,0.000870202,18to59,Dose1
2021/9/13,-264,0.922126395,0.000838721,18to59,Dose1
2021/9/14,-263,0.922934718,0.000808323,18to59,Dose1
2021/9/15,-262,0.923713693,0.000778975,18to59,Dose1
2021/9/16,-261,0.924464338,0.000750645,18to59,Dose1
2021/9/17,-260,0.925187639,0.000723301,18to59,Dose1
2021/9/18,-259,0.92588455,0.000696911,18to59,Dose1
2021/9/19,-258,0.926555995,0.000671446,18to59,Dose1
2021/9/20,-257,0.927202871,0.000646875,18to59,Dose1
2021/9/21,-256,0.927826042,0.000623171,18to59,Dose1
2021/9/22,-255,0.928426347,0.000600305,18to59,Dose1
2021/9/23,-254,0.929004596,0.000578249,18to59,Dose1
2021/9/24,-253,0.929561573,0.000556977,18to59,Dose1
2021/9/25,-252,0.930098036,0.000536463,18to59,Dose1
2021/9/26,-251,0.930614719,0.000516682,18to59,Dose1
2021/9/27,-250,0.931112328,0.00049761,18to59,Dose1
2021/9/28,-249,0.93159155,0.000479221,18to59,Dose1
2021/9/29,-248,0.932053044,0.000461495,18to59,Dose1
2021/9/30,-247,0.932497451,0.000444407,18to59,Dose1
2021/10/1,-246,0.932925387,0.000427936,18to59,Dose1
2021/10/2,-245,0.933337447,0.000412061,18to59,Dose1
2021/10/3,-244,0.933734209,0.000396761,18to59,Dose1
2021/10/4,-243,0.934116227,0.000382018,18to59,Dose1
2021/10/5,-242,0.934484037,0.00036781,18to59,Dose1
2021/10/6,-241,0.934838158,0.000354121,18to59,Dose1
2021/10/7,-240,0.935179088,0.000340931,18to59,Dose1
2021/10/8,-239,0.935507311,0.000328223,18to59,Dose1
2021/10/9,-238,0.935823291,0.00031598,18to59,Dose1
2021/10/10,-237,0.936127477,0.000304186,18to59,Dose1
2021/10/11,-236,0.936420301,0.000292825,18to59,Dose1
2021/10/12,-235,0.936702182,0.000281881,18to59,Dose1
2021/10/13,-234,0.936973523,0.00027134,18to59,Dose1
2021/10/14,-233,0.937234711,0.000261188,18to59,Dose1
2021/10/15,-232,0.937486121,0.00025141,18to59,Dose1
2021/10/16,-231,0.937728113,0.000241993,18to59,Dose1
2021/10/17,-230,0.937961038,0.000232924,18to59,Dose1
2021/10/18,-229,0.938185228,0.000224191,18to59,Dose1
2021/10/19,-228,0.93840101,0.000215781,18to59,Dose1
2021/10/20,-227,0.938608693,0.000207683,18to59,Dose1
2021/10/21,-226,0.938808578,0.000199886,18to59,Dose1
2021/10/22,-225,0.939000956,0.000192378,18to59,Dose1
2021/10/23,-224,0.939186105,0.000185149,18to59,Dose1
2021/10/24,-223,0.939364294,0.000178189,18to59,Dose1
2021/10/25,-222,0.939535782,0.000171488,18to59,Dose1
2021/10/26,-221,0.939700819,0.000165037,18to59,Dose1
2021/10/27,-220,0.939859646,0.000158827,18to59,Dose1
2021/10/28,-219,0.940012494,0.000152848,18to59,Dose1
2021/10/29,-218,0.940159586,0.000147092,18to59,Dose1
2021/10/30,-217,0.940301137,0.000141552,18to59,Dose1
2021/10/31,-216,0.940437355,0.000136218,18to59,Dose1
2021/11/1,-215,0.94056844,0.000131084,18to59,Dose1
2021/11/2,-214,0.940694582,0.000126142,18to59,Dose1
2021/11/3,-213,0.940815967,0.000121385,18to59,Dose1
2021/11/4,-212,0.940932774,0.000116807,18to59,Dose1
2021/11/5,-211,0.941045174,0.0001124,18to59,Dose1
2021/11/6,-210,0.941153332,0.000108158,18to59,Dose1
2021/11/7,-209,0.941257408,0.000104076,18to59,Dose1
2021/11/8,-208,0.941357554,0.000100146,18to59,Dose1
2021/11/9,-207,0.941453919,9.64E-05,18to59,Dose1
2021/11/10,-206,0.941546644,9.27E-05,18to59,Dose1
2021/11/11,-205,0.941635866,8.92E-05,18to59,Dose1
2021/11/12,-204,0.941721717,8.59E-05,18to59,Dose1
2021/11/13,-203,0.941804323,8.26E-05,18to59,Dose1
2021/11/14,-202,0.941883808,7.95E-05,18to59,Dose1
2021/11/15,-201,0.941960287,7.65E-05,18to59,Dose1
2021/11/16,-200,0.942033875,7.36E-05,18to59,Dose1
2021/11/17,-199,0.94210468,7.08E-05,18to59,Dose1
2021/11/18,-198,0.942172807,6.81E-05,18to59,Dose1
2021/11/19,-197,0.942238357,6.56E-05,18to59,Dose1
2021/11/20,-196,0.942301427,6.31E-05,18to59,Dose1
2021/11/21,-195,0.942362111,6.07E-05,18to59,Dose1
2021/11/22,-194,0.942420499,5.84E-05,18to59,Dose1
2021/11/23,-193,0.942476676,5.62E-05,18to59,Dose1
2021/11/24,-192,0.942530728,5.41E-05,18to59,Dose1
2021/11/25,-191,0.942582733,5.20E-05,18to59,Dose1
2021/11/26,-190,0.94263277,5.00E-05,18to59,Dose1
2021/11/27,-189,0.942680912,4.81E-05,18to59,Dose1
2021/11/28,-188,0.942727231,4.63E-05,18to59,Dose1
2021/11/29,-187,0.942771795,4.46E-05,18to59,Dose1
2021/11/30,-186,0.942814672,4.29E-05,18to59,Dose1
2021/12/1,-185,0.942855925,4.13E-05,18to59,Dose1
2021/12/2,-184,0.942895616,3.97E-05,18to59,Dose1
2021/12/3,-183,0.942933802,3.82E-05,18to59,Dose1
2021/12/4,-182,0.942970542,3.67E-05,18to59,Dose1
2021/12/5,-181,0.94300589,3.53E-05,18to59,Dose1
2021/12/6,-180,0.943039899,3.40E-05,18to59,Dose1
2021/12/7,-179,0.943072618,3.27E-05,18to59,Dose1
2021/12/8,-178,0.943104098,3.15E-05,18to59,Dose1
2021/12/9,-177,0.943134385,3.03E-05,18to59,Dose1
2021/12/10,-176,0.943163523,2.91E-05,18to59,Dose1
2021/12/11,-175,0.943191558,2.80E-05,18to59,Dose1
2021/12/12,-174,0.943218529,2.70E-05,18to59,Dose1
2021/12/13,-173,0.943244478,2.59E-05,18to59,Dose1
2021/12/14,-172,0.943269444,2.50E-05,18to59,Dose1
2021/12/15,-171,0.943293462,2.40E-05,18to59,Dose1
2021/12/16,-170,0.943316571,2.31E-05,18to59,Dose1
2021/12/17,-169,0.943338802,2.22E-05,18to59,Dose1
2021/12/18,-168,0.943360191,2.14E-05,18to59,Dose1
2021/12/19,-167,0.943380769,2.06E-05,18to59,Dose1
2021/12/20,-166,0.943400567,1.98E-05,18to59,Dose1
2021/12/21,-165,0.943419614,1.90E-05,18to59,Dose1
2021/12/22,-164,0.943437938,1.83E-05,18to59,Dose1
2021/12/23,-163,0.943455567,1.76E-05,18to59,Dose1
2021/12/24,-162,0.943472528,1.70E-05,18to59,Dose1
2021/12/25,-161,0.943488846,1.63E-05,18to59,Dose1
2021/12/26,-160,0.943504544,1.57E-05,18to59,Dose1
2021/12/27,-159,0.943519647,1.51E-05,18to59,Dose1
2021/12/28,-158,0.943534177,1.45E-05,18to59,Dose1
2021/12/29,-157,0.943548156,1.40E-05,18to59,Dose1
2021/12/30,-156,0.943561605,1.34E-05,18to59,Dose1
2021/12/31,-155,0.943574544,1.29E-05,18to59,Dose1
2022/1/1,-154,0.943586991,1.24E-05,18to59,Dose1
2022/1/2,-153,0.943598967,1.20E-05,18to59,Dose1
2022/1/3,-152,0.943610488,1.15E-05,18to59,Dose1
2022/1/4,-151,0.943621572,1.11E-05,18to59,Dose1
2022/1/5,-150,0.943632235,1.07E-05,18to59,Dose1
2022/1/6,-149,0.943642494,1.03E-05,18to59,Dose1
2022/1/7,-148,0.943652363,9.87E-06,18to59,Dose1
2022/1/8,-147,0.943661859,9.50E-06,18to59,Dose1
2022/1/9,-146,0.943670993,9.13E-06,18to59,Dose1
2022/1/10,-145,0.943679782,8.79E-06,18to59,Dose1
2022/1/11,-144,0.943688236,8.45E-06,18to59,Dose1
2022/1/12,-143,0.94369637,8.13E-06,18to59,Dose1
2022/1/13,-142,0.943704196,7.83E-06,18to59,Dose1
2022/1/14,-141,0.943711724,7.53E-06,18to59,Dose1
2022/1/15,-140,0.943718967,7.24E-06,18to59,Dose1
2022/1/16,-139,0.943725934,6.97E-06,18to59,Dose1
2022/1/17,-138,0.943732638,6.70E-06,18to59,Dose1
2022/1/18,-137,0.943739087,6.45E-06,18to59,Dose1
2022/1/19,-136,0.943745291,6.20E-06,18to59,Dose1
2022/1/20,-135,0.94375126,5.97E-06,18to59,Dose1
2022/1/21,-134,0.943757002,5.74E-06,18to59,Dose1
2022/1/22,-133,0.943762526,5.52E-06,18to59,Dose1
2022/1/23,-132,0.943767841,5.31E-06,18to59,Dose1
2022/1/24,-131,0.943772954,5.11E-06,18to59,Dose1
2022/1/25,-130,0.943777873,4.92E-06,18to59,Dose1
2022/1/26,-129,0.943782605,4.73E-06,18to59,Dose1
2022/1/27,-128,0.943787158,4.55E-06,18to59,Dose1
2022/1/28,-127,0.943791538,4.38E-06,18to59,Dose1
2022/1/29,-126,0.943795751,4.21E-06,18to59,Dose1
2022/1/30,-125,0.943799805,4.05E-06,18to59,Dose1
2022/1/31,-124,0.943803705,3.90E-06,18to59,Dose1
2022/2/1,-123,0.943807456,3.75E-06,18to59,Dose1
2022/2/2,-122,0.943811066,3.61E-06,18to59,Dose1
2022/2/3,-121,0.943814538,3.47E-06,18to59,Dose1
2022/2/4,-120,0.943817879,3.34E-06,18to59,Dose1
2022/2/5,-119,0.943821093,3.21E-06,18to59,Dose1
2022/2/6,-118,0.943824184,3.09E-06,18to59,Dose1
2022/2/7,-117,0.943827159,2.97E-06,18to59,Dose1
2022/2/8,-116,0.94383002,2.86E-06,18to59,Dose1
2022/2/9,-115,0.943832773,2.75E-06,18to59,Dose1
2022/2/10,-114,0.943835422,2.65E-06,18to59,Dose1
2022/2/11,-113,0.94383797,2.55E-06,18to59,Dose1
2022/2/12,-112,0.943840421,2.45E-06,18to59,Dose1
2022/2/13,-111,0.943842779,2.36E-06,18to59,Dose1
